task,setting,model,ratio,neg_per_pos,n_pos,n_neg,prevalence,auprc,auprc_over_floor,auroc
task4,A,transe,0.5,0.5,629,314,0.6670201484623541,0.9478013408076819,1.4209485920216918,0.9090103591789616
task4,A,transe,1,1.0,629,629,0.5,0.8959779708839409,1.7919559417678819,0.90841950151779
task4,A,transe,2,2.0,629,1258,0.3333333333333333,0.8374711436473059,2.5124134309419177,0.9123232930864091
task4,A,transe,5,5.0,629,3145,0.16666666666666666,0.6915080232110201,4.149048139266121,0.9113433643125965
task4,A,transe,10,10.0,629,6290,0.09090909090909091,0.5500773058323911,6.050850364156302,0.910889922935186
task4,B,cn,orig,10.009555661729575,6279,62850,0.09083018704161784,0.09279886975518882,1.0216743219153446,0.49788931877963727
task4,B,cn,0.5,0.5,6279,3139,0.6667020598853259,0.6702600241432182,1.0053366630643141,0.49624110486057654
task4,B,cn,1,1.0,6279,6279,0.5,0.505803190764462,1.011606381528924,0.4975536983472337
task4,B,cn,2,2.0,6279,12558,0.3333333333333333,0.3380859850971974,1.0142579552915922,0.5001239098488729
task4,B,cn,5,5.0,6279,31395,0.16666666666666666,0.1701628737488029,1.0209772424928174,0.49775746318258624
task4,B,cn,10,10.0,6279,62790,0.09090909090909091,0.0928856504098073,1.0217421545078802,0.49791588846513124
task4,B,complex,orig,10.009555661729575,6279,62850,0.09083018704161784,0.1795679416332295,1.9769632484732478,0.6990379607594508
task4,B,complex,0.5,0.5,6279,3139,0.6667020598853259,0.799949340328156,1.1998603101147594,0.6961094088260037
task4,B,complex,1,1.0,6279,6279,0.5,0.6743705095721855,1.348741019144371,0.6990574532068955
task4,B,complex,2,2.0,6279,12558,0.3333333333333333,0.5068498216798534,1.5205494650395601,0.6957244234815435
task4,B,complex,5,5.0,6279,31395,0.16666666666666666,0.30151266968958773,1.8090760181375265,0.6985064643262778
task4,B,complex,10,10.0,6279,62790,0.09090909090909091,0.17962563240253687,1.9758819564279055,0.6989618420568378
task4,B,distmult,orig,10.009555661729575,6279,62850,0.09083018704161784,0.5123862049617165,5.641144443828397,0.9495479026640177
task4,B,distmult,0.5,0.5,6279,3139,0.6667020598853259,0.9516369619205721,1.427379663540046,0.9488111511741303
task4,B,distmult,1,1.0,6279,6279,0.5,0.9049976989643463,1.8099953979286927,0.9487717966498166
task4,B,distmult,2,2.0,6279,12558,0.3333333333333333,0.8263832792325261,2.4791498376975785,0.9474110710789911
task4,B,distmult,5,5.0,6279,31395,0.16666666666666666,0.6736270299308253,4.0417621795849525,0.9496243567765618
task4,B,distmult,10,10.0,6279,62790,0.09090909090909091,0.5124204020893015,5.636624422982316,0.9495172417501506
task4,B,l3,orig,10.009555661729575,6279,62850,0.09083018704161784,0.047162366002112696,0.5192366936391223,0.01556341091258597
task4,B,l3,0.5,0.5,6279,3139,0.6667020598853259,0.45298616211895437,0.67944317165732,0.015398547553623246
task4,B,l3,1,1.0,6279,6279,0.5,0.30845099570939327,0.6169019914187865,0.015285837529756182
task4,B,l3,2,2.0,6279,12558,0.3333333333333333,0.19016124318081973,0.5704837295424592,0.015785623951560093
task4,B,l3,5,5.0,6279,31395,0.16666666666666666,0.08894735981458876,0.5336841588875326,0.015534040225039208
task4,B,l3,10,10.0,6279,62790,0.09090909090909091,0.04720477846687929,0.5192525631356721,0.01557282443258471
task4,B,pairre,orig,10.009555661729575,6279,62850,0.09083018704161784,0.2097502131278711,2.309256646490938,0.778016537553738
task4,B,pairre,0.5,0.5,6279,3139,0.6667020598853259,0.8190717772745635,1.2285424428048797,0.7727066830422925
task4,B,pairre,1,1.0,6279,6279,0.5,0.7087396561421633,1.4174793122843266,0.7794901952757329
task4,B,pairre,2,2.0,6279,12558,0.3333333333333333,0.5480024104057826,1.6440072312173477,0.7748896022281428
task4,B,pairre,5,5.0,6279,31395,0.16666666666666666,0.34179106803755216,2.0507464082253133,0.7781719760905037
task4,B,pairre,10,10.0,6279,62790,0.09090909090909091,0.20984402505526958,2.3082842756079653,0.7779812458534493
task4,B,popularity,orig,10.0,6285,62850,0.09090909090909091,0.049666236129166916,0.5463285974208361,0.09953842444126733
task4,B,popularity,0.5,0.5,6285,3142,0.6667020260952583,0.4782142102696862,0.7172832713146112,0.0994604372104376
task4,B,popularity,1,1.0,6285,6285,0.5,0.32543529084908324,0.6508705816981665,0.0995162555085317
task4,B,popularity,2,2.0,6285,12570,0.3333333333333333,0.20056337568843507,0.6016901270653052,0.10100577893470392
task4,B,popularity,5,5.0,6285,31425,0.16666666666666666,0.09364836239544744,0.5618901743726846,0.09969833340611589
task4,B,popularity,10,10.0,6285,62850,0.09090909090909091,0.049666236129166916,0.5463285974208361,0.09953842444126733
task4,B,ra,orig,10.009555661729575,6279,62850,0.09083018704161784,0.19037335948449047,2.0959260977549516,0.5973655843885168
task4,B,ra,0.5,0.5,6279,3139,0.6667020598853259,0.7830720805980306,1.1745457644644453,0.5965284697988272
task4,B,ra,1,1.0,6279,6279,0.5,0.6567645822130815,1.313529164426163,0.5980115173700415
task4,B,ra,2,2.0,6279,12558,0.3333333333333333,0.5015594886405093,1.5046784659215278,0.598133664415681
task4,B,ra,5,5.0,6279,31395,0.16666666666666666,0.30796214934610194,1.8477728960766118,0.5972627901583633
task4,B,ra,10,10.0,6279,62790,0.09090909090909091,0.19049037590515652,2.0953941349567216,0.5973756463432194
task4,B,random,orig,10.0,6285,62850,0.09090909090909091,0.09041368973304019,0.994550587063442,0.49653164933492566
task4,B,random,0.5,0.5,6285,3142,0.6667020260952583,0.6682580685248648,1.0023339398542404,0.4974872730532063
task4,B,random,1,1.0,6285,6285,0.5,0.5016134096700195,1.003226819340039,0.5001869942008128
task4,B,random,2,2.0,6285,12570,0.3333333333333333,0.3320249926226809,0.9960749778680428,0.49543420488858253
task4,B,random,5,5.0,6285,31425,0.16666666666666666,0.16621339364688759,0.9972803618813255,0.49702519352247937
task4,B,random,10,10.0,6285,62850,0.09090909090909091,0.09041368973304019,0.994550587063442,0.49653164933492566
task4,B,rotate,orig,10.009555661729575,6279,62850,0.09083018704161784,0.2024575522600686,2.2289676907447493,0.7717935553890727
task4,B,rotate,0.5,0.5,6279,3139,0.6667020598853259,0.8080869288170326,1.2120660448477167,0.7697258533719882
task4,B,rotate,1,1.0,6279,6279,0.5,0.6901851764568582,1.3803703529137163,0.7703503268325971
task4,B,rotate,2,2.0,6279,12558,0.3333333333333333,0.5336780674606806,1.6010342023820419,0.7676171891932503
task4,B,rotate,5,5.0,6279,31395,0.16666666666666666,0.33090486932560126,1.9854292159536076,0.7717514789348437
task4,B,rotate,10,10.0,6279,62790,0.09090909090909091,0.2025272812773486,2.2278000940508345,0.771727810447975
task4,B,transe,orig,10.009555661729575,6279,62850,0.09083018704161784,0.24650950044726644,2.7139600663193315,0.8005503323766269
task4,B,transe,0.5,0.5,6279,3139,0.6667020598853259,0.8477168051038768,1.2715077035305482,0.7983204633273195
task4,B,transe,1,1.0,6279,6279,0.5,0.7413400052864662,1.4826800105729323,0.7986405286826982
task4,B,transe,2,2.0,6279,12558,0.3333333333333333,0.594786948078157,1.7843608442344712,0.7981813628274917
task4,B,transe,5,5.0,6279,31395,0.16666666666666666,0.3878956453258845,2.327373871955307,0.8002451006688734
task4,B,transe,10,10.0,6279,62790,0.09090909090909091,0.24659463058800432,2.7125409364680473,0.8005351223833119
task4,C,cn,orig,10.017226528854437,1161,11630,0.09076694550856071,0.08957856534987513,0.986907346589365,0.48115831742878873
task4,C,cn,0.5,0.5,1161,580,0.6668581275129236,0.6540588160155149,0.9808065449466076,0.47306647064064866
task4,C,cn,1,1.0,1161,1161,0.5,0.495010484319115,0.99002096863823,0.48197483383670114
task4,C,cn,2,2.0,1161,2322,0.3333333333333333,0.33275846738607623,0.9982754021582287,0.4815452834402016
task4,C,cn,5,5.0,1161,5805,0.16666666666666666,0.16524640614993813,0.9914784368996288,0.48369348055264366
task4,C,cn,10,10.0,1161,11610,0.09090909090909091,0.0897113808691742,0.9868251895609161,0.4810218106254001
task4,C,complex,orig,10.017226528854437,1161,11630,0.09076694550856071,0.12059925104379253,1.328669267959647,0.5269823283660793
task4,C,complex,0.5,0.5,1161,580,0.6668581275129236,0.704658459060401,1.0566842181086633,0.5275178947993704
task4,C,complex,1,1.0,1161,1161,0.5,0.5557499263601502,1.1114998527203004,0.5274114729275676
task4,C,complex,2,2.0,1161,2322,0.3333333333333333,0.39595835373266197,1.187875061197986,0.5217423721419876
task4,C,complex,5,5.0,1161,5805,0.16666666666666666,0.2113226763677176,1.2679360582063057,0.5280448928386752
task4,C,complex,10,10.0,1161,11610,0.09090909090909091,0.12077964903409394,1.3285761393750333,0.5269736876270938
task4,C,distmult,orig,10.017226528854437,1161,11630,0.09076694550856071,0.31601263419479847,3.481582776904106,0.7762646427346782
task4,C,distmult,0.5,0.5,1161,580,0.6668581275129236,0.8599428104208723,1.2895438698903865,0.7704579880602334
task4,C,distmult,1,1.0,1161,1161,0.5,0.7589134774413436,1.5178269548826873,0.7714821565952308
task4,C,distmult,2,2.0,1161,2322,0.3333333333333333,0.6605357087540698,1.9816071262622093,0.7780136966483941
task4,C,distmult,5,5.0,1161,5805,0.16666666666666666,0.4629638797619558,2.777783278571735,0.7775414137772169
task4,C,distmult,10,10.0,1161,11610,0.09090909090909091,0.316575278558166,3.4823280641398258,0.7763419369532785
task4,C,l3,orig,10.017226528854437,1161,11630,0.09076694550856071,0.04755715740651955,0.5239479762160134,0.01414915685546972
task4,C,l3,0.5,0.5,1161,580,0.6668581275129236,0.4547698234746212,0.6819588825747764,0.015392497549674766
task4,C,l3,1,1.0,1161,1161,0.5,0.3107337480484917,0.6214674960969834,0.018549306673017185
task4,C,l3,2,2.0,1161,2322,0.3333333333333333,0.19170859413243932,0.575125782397318,0.016475001131371937
task4,C,l3,5,5.0,1161,5805,0.16666666666666666,0.08963193752728082,0.537791625163685,0.01313474602740072
task4,C,l3,10,10.0,1161,11610,0.09090909090909091,0.04763110804131597,0.5239421884544756,0.014070149511729545
task4,C,pairre,orig,10.017226528854437,1161,11630,0.09076694550856071,0.21584727259887318,2.378038297857181,0.7551100431551949
task4,C,pairre,0.5,0.5,1161,580,0.6668581275129236,0.8198889458221412,1.229480322718646,0.7464670765392496
task4,C,pairre,1,1.0,1161,1161,0.5,0.7071942863466305,1.414388572693261,0.7519847231403027
task4,C,pairre,2,2.0,1161,2322,0.3333333333333333,0.5740759018848057,1.7222277056544173,0.7618309975139492
task4,C,pairre,5,5.0,1161,5805,0.16666666666666666,0.3504512790871787,2.1027076745230726,0.7561368952631498
task4,C,pairre,10,10.0,1161,11610,0.09090909090909091,0.2162564506515601,2.3788209571671612,0.7552486755529441
task4,C,popularity,orig,10.0,1163,11630,0.09090909090909091,0.050160624355132945,0.5517668679064623,0.10245769347072127
task4,C,popularity,0.5,0.5,1163,581,0.6668577981651376,0.4825789314649545,0.7236609256017891,0.10326282405139539
task4,C,popularity,1,1.0,1163,1163,0.5,0.330194068637248,0.660388137274496,0.10903547249715172
task4,C,popularity,2,2.0,1163,2326,0.3333333333333333,0.20297130329091978,0.6089139098727594,0.10474012786039011
task4,C,popularity,5,5.0,1163,5815,0.16666666666666666,0.0944091039175314,0.5664546235051885,0.10048788638509384
task4,C,popularity,10,10.0,1163,11630,0.09090909090909091,0.050160624355132945,0.5517668679064623,0.10245769347072127
task4,C,ra,orig,10.017226528854437,1161,11630,0.09076694550856071,0.16244858450693594,1.7897328548046663,0.5616404973030781
task4,C,ra,0.5,0.5,1161,580,0.6668581275129236,0.756046728786797,1.1337444916604769,0.5530903798746623
task4,C,ra,1,1.0,1161,1161,0.5,0.6225531163548311,1.2451062327096623,0.5623883002045372
task4,C,ra,2,2.0,1161,2322,0.3333333333333333,0.47102407167893023,1.4130722150367907,0.5625368623235337
task4,C,ra,5,5.0,1161,5805,0.16666666666666666,0.2748595499122006,1.6491572994732036,0.5634820586666429
task4,C,ra,10,10.0,1161,11610,0.09090909090909091,0.16270128637253442,1.7897141500978786,0.5615658113494781
task4,C,random,orig,10.0,1163,11630,0.09090909090909091,0.08757253090683503,0.9632978399751854,0.4938533265216044
task4,C,random,0.5,0.5,1163,581,0.6668577981651376,0.6653644173227383,0.9977605707745965,0.496744871637391
task4,C,random,1,1.0,1163,1163,0.5,0.4893110139380929,0.9786220278761858,0.495314471941912
task4,C,random,2,2.0,1163,2326,0.3333333333333333,0.3262975905573212,0.9788927716719636,0.4985886117455006
task4,C,random,5,5.0,1163,5815,0.16666666666666666,0.16123606393910783,0.967416383634647,0.4937590614600808
task4,C,random,10,10.0,1163,11630,0.09090909090909091,0.08757253090683503,0.9632978399751854,0.4938533265216044
task4,C,rotate,orig,10.017226528854437,1161,11630,0.09076694550856071,0.26016957953465825,2.866347193650141,0.7204456160854008
task4,C,rotate,0.5,0.5,1161,580,0.6668581275129236,0.84176009112861,1.2622776215804565,0.7189863078796519
task4,C,rotate,1,1.0,1161,1161,0.5,0.7330867291068232,1.4661734582136463,0.7191541640793487
task4,C,rotate,2,2.0,1161,2322,0.3333333333333333,0.6153511965190868,1.8460535895572603,0.7236642577717833
task4,C,rotate,5,5.0,1161,5805,0.16666666666666666,0.39562720784090066,2.373763247045404,0.7206164159472254
task4,C,rotate,10,10.0,1161,11610,0.09090909090909091,0.26043743766956473,2.864811814365212,0.7204817270448344
task4,C,transe,orig,10.017226528854437,1161,11630,0.09076694550856071,0.1809278312593821,1.9933229023589634,0.6696168393392893
task4,C,transe,0.5,0.5,1161,580,0.6668581275129236,0.7892542769790812,1.1835415126792252,0.6546667557694021
task4,C,transe,1,1.0,1161,1161,0.5,0.6631376823883273,1.3262753647766545,0.6682476198530923
task4,C,transe,2,2.0,1161,2322,0.3333333333333333,0.5078871976861358,1.5236615930584074,0.6714371613766681
task4,C,transe,5,5.0,1161,5805,0.16666666666666666,0.30243277772243804,1.8145966663346282,0.6690397285894352
task4,C,transe,10,10.0,1161,11610,0.09090909090909091,0.18119591356897416,1.9931550492587158,0.6696641346191654
